公共設施種類,行政區,段號,段名,地號,土地面積/平方公尺,公共設施名稱
廣場用地,大同區,267,玉泉段二小段,371-20,3210,
廣場用地,大同區,269,迪化段二小段,225-1,13,大稻埕
廣場用地,大同區,269,迪化段二小段,226,19,大稻埕
廣場用地,大同區,269,迪化段二小段,227,23,大稻埕
廣場用地,大同區,269,迪化段二小段,229-1,41,永樂(二)
廣場用地,大同區,269,迪化段二小段,224-2,75,大稻埕
廣場用地,大同區,269,迪化段二小段,228-2,216,永樂(二)
廣場用地,大同區,269,迪化段二小段,231-2,397,永樂(二)
廣場用地,大同區,269,迪化段二小段,230-1,477,永樂(二)
廣場用地,大同區,269,迪化段二小段,231-4,6,永樂(二)
廣場用地,大同區,269,迪化段二小段,224-3,1,大稻埕
廣場用地,大同區,270,迪化段三小段,659,32,永樂(一)
廣場用地,大同區,270,迪化段三小段,657,34,永樂(一)
廣場用地,大同區,270,迪化段三小段,656,39,永樂(一)
廣場用地,大同區,270,迪化段三小段,655,44,永樂(一)
廣場用地,大同區,270,迪化段三小段,658,30,永樂(一)
廣場用地,大同區,270,迪化段三小段,661-1,3,永樂(一)
廣場用地,大同區,270,迪化段三小段,653-1,12,永樂(一)
廣場用地,大同區,270,迪化段三小段,660-1,13,永樂(一)
廣場用地,大同區,270,迪化段三小段,654-1,48,永樂(一)
廣場用地,大同區,271,大龍段一小段,639-1,212,臺北孔廟
廣場用地,大同區,271,大龍段一小段,265-46,194,圓山轉運站
廣場用地,大同區,271,大龍段一小段,631-3,341,六藝
廣場用地,大同區,271,大龍段一小段,264-11,6,圓山轉運站
廣場用地,大同區,271,大龍段一小段,264-31,20,圓山轉運站
廣場用地,大同區,271,大龍段一小段,264-43,4,圓山轉運站
廣場用地,大同區,271,大龍段一小段,635-1,29,臺北孔廟
廣場用地,大同區,271,大龍段一小段,264-53,3,圓山轉運站
廣場用地,大同區,271,大龍段一小段,264-30,37,圓山轉運站
廣場用地,大同區,271,大龍段一小段,264-44,1,圓山轉運站
廣場用地,大同區,271,大龍段一小段,265-45,47,圓山轉運站
廣場用地,大同區,271,大龍段一小段,636-1,7,
廣場用地,大同區,271,大龍段一小段,264-47,49,圓山轉運站
廣場用地,大同區,271,大龍段一小段,264-12,654,圓山轉運站
廣場用地,大同區,271,大龍段一小段,264-49,67,
廣場用地,大同區,271,大龍段一小段,635,594,六藝
廣場用地,大同區,271,大龍段一小段,630,61,臺北孔廟
廣場用地,大同區,271,大龍段一小段,640,460,臺北孔廟
廣場用地,大同區,271,大龍段一小段,264-15,62,圓山轉運站
廣場用地,大同區,271,大龍段一小段,634-3,5,臺北孔廟
廣場用地,大同區,271,大龍段一小段,264-45,6,圓山轉運站
廣場用地,大同區,271,大龍段一小段,265-48,185,圓山轉運站
廣場用地,大同區,271,大龍段一小段,265-51,173,保安
廣場用地,大同區,271,大龍段一小段,264-46,6,圓山轉運站
廣場用地,大同區,271,大龍段一小段,631-4,4,
廣場用地,大同區,271,大龍段一小段,634-2,3,臺北孔廟
廣場用地,大同區,271,大龍段一小段,635-2,1,臺北孔廟
廣場用地,大同區,271,大龍段一小段,264-14,12,圓山轉運站
廣場用地,大同區,271,大龍段一小段,630-1,1783,臺北孔廟
廣場用地,大同區,271,大龍段一小段,264-8,612,圓山轉運站
廣場用地,大同區,271,大龍段一小段,264-51,483,圓山轉運站
廣場用地,大同區,271,大龍段一小段,264-16,449,圓山轉運站
廣場用地,大同區,271,大龍段一小段,265-47,213,圓山轉運站
廣場用地,大同區,271,大龍段一小段,640-1,194,
廣場用地,大同區,272,大龍段二小段,616,124,
廣場用地,大同區,272,大龍段二小段,764,68,臺北孔廟
廣場用地,大同區,272,大龍段二小段,617,12,
廣場用地,大同區,272,大龍段二小段,616-1,8,
廣場用地,大同區,272,大龍段二小段,619-3,6,
廣場用地,大同區,272,大龍段二小段,614-1,5,
廣場用地,大同區,272,大龍段二小段,617-1,1,
廣場用地,大同區,272,大龍段二小段,763,181,臺北孔廟
廣場用地,大同區,273,大龍段三小段,470-2,5,臺北孔廟
廣場用地,大同區,273,大龍段三小段,470-3,50,臺北孔廟
廣場用地,大同區,273,大龍段三小段,460-3,40,臺北孔廟
廣場用地,大同區,273,大龍段三小段,316-4,558,
廣場用地,大同區,273,大龍段三小段,369-9,13,臺北孔廟
廣場用地,大同區,278,大同段二小段,491-1,5,
廣場用地,大同區,278,大同段二小段,344-8,13,
廣場用地,大同區,278,大同段二小段,492-1,4,
廣場用地,大同區,278,大同段二小段,344-7,14,
廣場用地,大同區,278,大同段二小段,493-1,4,
廣場用地,大同區,278,大同段二小段,336-1,12,
廣場用地,大同區,278,大同段二小段,343-4,1,
廣場用地,大同區,278,大同段二小段,359-1,48,
廣場用地,大同區,278,大同段二小段,358-1,9,
廣場用地,大同區,278,大同段二小段,329-1,8,
廣場用地,大同區,278,大同段二小段,490-1,5,
廣場用地,大同區,278,大同段二小段,365-12,14,
廣場用地,大同區,278,大同段二小段,487-1,25,
廣場用地,大同區,278,大同段二小段,344-3,35,
廣場用地,大同區,278,大同段二小段,344-6,60,
廣場用地,大同區,278,大同段二小段,351-1,1,
廣場用地,大同區,278,大同段二小段,341-1,12,
廣場用地,大同區,278,大同段二小段,337-1,12,
廣場用地,大同區,278,大同段二小段,339-1,12,
廣場用地,大同區,278,大同段二小段,342-1,1,
廣場用地,大同區,278,大同段二小段,352-1,10,
廣場用地,大同區,278,大同段二小段,338-1,12,
廣場用地,大同區,278,大同段二小段,343-3,78,
廣場用地,大同區,282,雙連段二小段,278-1,2,
廣場用地,大同區,282,雙連段二小段,281-1,2,
廣場用地,大同區,282,雙連段二小段,275,10,
廣場用地,大同區,282,雙連段二小段,282-1,3,
廣場用地,大同區,282,雙連段二小段,300-2,12,
廣場用地,大同區,282,雙連段二小段,271,7,
廣場用地,大同區,282,雙連段二小段,267-1,37,
廣場用地,大同區,282,雙連段二小段,268,7,
廣場用地,大同區,282,雙連段二小段,47,259,
廣場用地,大同區,282,雙連段二小段,280,10,
廣場用地,大同區,282,雙連段二小段,273-1,1,
廣場用地,大同區,282,雙連段二小段,277-1,2,
廣場用地,大同區,282,雙連段二小段,299-1,11,
廣場用地,大同區,282,雙連段二小段,279,10,
廣場用地,大同區,282,雙連段二小段,298,30,
廣場用地,大同區,282,雙連段二小段,266-1,39,
廣場用地,大同區,282,雙連段二小段,270-1,1,
廣場用地,大同區,282,雙連段二小段,274-1,1,
廣場用地,大同區,282,雙連段二小段,276,10,
廣場用地,大同區,282,雙連段二小段,272,8,
廣場用地,中山區,402,中山段三小段,686-1,4,
廣場用地,中山區,402,中山段三小段,653,4,
廣場用地,中山區,402,中山段三小段,685,1654,
廣場用地,中山區,407,北安段三小段,822-2,10.58,
廣場用地,中山區,407,北安段三小段,818-2,135.83,
廣場用地,中山區,407,北安段三小段,816-2,143.19,
廣場用地,中山區,420,長安段二小段,696-3,100,
廣場用地,內湖區,456,文德段四小段,Apr-33,43,
廣場用地,內湖區,456,文德段四小段,35,389,週美(內湖77號綠地)
廣場用地,內湖區,456,文德段四小段,2月25日,70,
廣場用地,內湖區,456,文德段四小段,4月21日,205,週美(內湖77號綠地)
廣場用地,內湖區,456,文德段四小段,Apr-39,32,
廣場用地,內湖區,456,文德段四小段,10月26日,33,週美(內湖77號綠地)
廣場用地,內湖區,456,文德段四小段,5月26日,23,
廣場用地,內湖區,456,文德段四小段,2月20日,209,
廣場用地,內湖區,456,文德段四小段,Jan-32,22,
廣場用地,內湖區,456,文德段四小段,Jan-64,2,
廣場用地,內湖區,456,文德段四小段,3月21日,469,
廣場用地,內湖區,456,文德段四小段,2月26日,1,
廣場用地,內湖區,456,文德段四小段,33,13,
廣場用地,內湖區,456,文德段四小段,Feb-37,1,
廣場用地,內湖區,456,文德段四小段,Feb-33,10,
廣場用地,內湖區,456,文德段四小段,Jan-40,1,
廣場用地,內湖區,456,文德段四小段,Mar-37,4,
廣場用地,內湖區,456,文德段四小段,Mar-63,1,
廣場用地,內湖區,456,文德段四小段,Feb-64,4,
廣場用地,內湖區,456,文德段四小段,2月19日,34,
廣場用地,內湖區,456,文德段四小段,Feb-63,4,
廣場用地,內湖區,456,文德段四小段,62,30,
廣場用地,內湖區,456,文德段四小段,Jan-37,2,
廣場用地,內湖區,456,文德段四小段,1月19日,29,
廣場用地,內湖區,456,文德段四小段,4月26日,3,
廣場用地,內湖區,456,文德段四小段,8月21日,1,
廣場用地,內湖區,456,文德段四小段,200-2,20,
廣場用地,內湖區,456,文德段四小段,3月26日,15,
廣場用地,內湖區,456,文德段四小段,1月31日,7,
廣場用地,內湖區,456,文德段四小段,May-39,4,
廣場用地,內湖區,456,文德段四小段,1月26日,4,
廣場用地,內湖區,456,文德段四小段,Jan-63,4,
廣場用地,內湖區,456,文德段四小段,Jan-43,4,
廣場用地,內湖區,456,文德段四小段,Apr-38,2,
廣場用地,內湖區,456,文德段四小段,4月25日,408,週美(內湖77號綠地)
廣場用地,內湖區,456,文德段四小段,Jan-38,22,
廣場用地,內湖區,456,文德段四小段,Jan-35,87,
廣場用地,內湖區,456,文德段四小段,3月25日,92,
廣場用地,內湖區,456,文德段四小段,Jan-39,120,
廣場用地,內湖區,456,文德段四小段,31,170,
廣場用地,內湖區,456,文德段四小段,3月20日,162,
廣場用地,內湖區,456,文德段四小段,Mar-39,196,
廣場用地,內湖區,456,文德段四小段,11月26日,1,週美(內湖77號綠地)
廣場用地,內湖區,456,文德段四小段,10月21日,1,
廣場用地,內湖區,457,西湖段一小段,829-4,116,美善(內湖122號公園)
廣場用地,內湖區,457,西湖段一小段,671-1,62,
廣場用地,內湖區,457,西湖段一小段,829-3,56,
廣場用地,內湖區,457,西湖段一小段,830-1,48,
廣場用地,內湖區,457,西湖段一小段,828-8,43,
廣場用地,內湖區,457,西湖段一小段,829-1,40,
廣場用地,內湖區,457,西湖段一小段,651-3,36,
廣場用地,內湖區,457,西湖段一小段,828-7,172,文心(內湖123號公園)
廣場用地,內湖區,457,西湖段一小段,670-1,30,
廣場用地,內湖區,457,西湖段一小段,827-2,56,
廣場用地,內湖區,457,西湖段一小段,671-2,70,
廣場用地,內湖區,457,西湖段一小段,828-6,136,
廣場用地,內湖區,457,西湖段一小段,821-1,161,
廣場用地,內湖區,457,西湖段一小段,833,221,
廣場用地,內湖區,457,西湖段一小段,829-5,1,
廣場用地,內湖區,457,西湖段一小段,668-1,2,
廣場用地,內湖區,457,西湖段一小段,834-1,3,
廣場用地,內湖區,457,西湖段一小段,828-1,53,
廣場用地,內湖區,458,西湖段二小段,207-14,155,
廣場用地,內湖區,458,西湖段二小段,209-3,33,
廣場用地,內湖區,458,西湖段二小段,205-4,691,環東(內湖120號公園)
廣場用地,內湖區,458,西湖段二小段,209-4,1,
廣場用地,內湖區,458,西湖段二小段,207-11,2,
廣場用地,內湖區,458,西湖段二小段,207-2,2,
廣場用地,內湖區,458,西湖段二小段,207-10,8,
廣場用地,內湖區,458,西湖段二小段,203-1,28,
廣場用地,內湖區,458,西湖段二小段,207-3,389,安興(內湖119號綠地)
廣場用地,內湖區,458,西湖段二小段,213-2,41,
廣場用地,內湖區,458,西湖段二小段,207-15,63,
廣場用地,內湖區,458,西湖段二小段,211-4,84,
廣場用地,內湖區,458,西湖段二小段,207-13,100,
廣場用地,內湖區,458,西湖段二小段,212-2,112,
廣場用地,內湖區,462,康寧段三小段,851-1,2,
廣場用地,內湖區,462,康寧段三小段,768-17,1,
廣場用地,內湖區,462,康寧段三小段,256-3,121,
廣場用地,內湖區,462,康寧段三小段,265-41,16,
廣場用地,內湖區,462,康寧段三小段,265-37,45,
廣場用地,內湖區,462,康寧段三小段,265-46,21,
廣場用地,內湖區,462,康寧段三小段,265-44,14,
廣場用地,內湖區,462,康寧段三小段,256-4,51,
廣場用地,內湖區,462,康寧段三小段,772-48,48,
廣場用地,內湖區,462,康寧段三小段,265-42,46,
廣場用地,內湖區,462,康寧段三小段,265-36,51,
廣場用地,內湖區,462,康寧段三小段,850-1,2,
廣場用地,內湖區,462,康寧段三小段,778-1,22,
廣場用地,內湖區,462,康寧段三小段,768-20,1,
廣場用地,內湖區,462,康寧段三小段,772-36,22,
廣場用地,內湖區,462,康寧段三小段,768-22,1,
廣場用地,內湖區,462,康寧段三小段,772-46,21,
廣場用地,內湖區,462,康寧段三小段,768-21,1,
廣場用地,內湖區,462,康寧段三小段,265-45,23,
廣場用地,內湖區,462,康寧段三小段,779-2,2,
廣場用地,內湖區,462,康寧段三小段,266-3,23,
廣場用地,內湖區,462,康寧段三小段,768-12,2,
廣場用地,內湖區,462,康寧段三小段,779-1,26,
廣場用地,內湖區,462,康寧段三小段,848-1,3,
廣場用地,內湖區,462,康寧段三小段,818-1,27,
廣場用地,內湖區,462,康寧段三小段,770-12,3,
廣場用地,內湖區,462,康寧段三小段,780-1,3,
廣場用地,內湖區,462,康寧段三小段,768-24,3,
廣場用地,內湖區,462,康寧段三小段,847-2,6,
廣場用地,內湖區,462,康寧段三小段,770-19,4,
廣場用地,內湖區,462,康寧段三小段,822-1,5,
廣場用地,內湖區,462,康寧段三小段,265-49,6,
廣場用地,內湖區,462,康寧段三小段,265-38,7,
廣場用地,內湖區,462,康寧段三小段,768-23,9,
廣場用地,內湖區,462,康寧段三小段,769-6,9,
廣場用地,內湖區,462,康寧段三小段,770-8,9,
廣場用地,內湖區,462,康寧段三小段,849-1,13,
廣場用地,內湖區,462,康寧段三小段,265-47,12,
廣場用地,內湖區,462,康寧段三小段,265-43,13,
廣場用地,內湖區,462,康寧段三小段,265-34,45,
廣場用地,內湖區,462,康寧段三小段,768-15,1,
廣場用地,內湖區,462,康寧段三小段,768-16,1,
廣場用地,內湖區,462,康寧段三小段,768-27,2,
廣場用地,內湖區,462,康寧段三小段,768-18,1,
廣場用地,內湖區,462,康寧段三小段,768-19,1,
廣場用地,內湖區,462,康寧段三小段,769-5,2,
廣場用地,內湖區,462,康寧段三小段,777-1,2,
廣場用地,內湖區,462,康寧段三小段,848-2,4,
廣場用地,內湖區,462,康寧段三小段,768-33,4,
廣場用地,內湖區,462,康寧段三小段,771-1,31,
廣場用地,內湖區,462,康寧段三小段,768-32,33,
廣場用地,內湖區,462,康寧段三小段,265-32,36,
廣場用地,內湖區,462,康寧段三小段,265-39,38,
廣場用地,內湖區,462,康寧段三小段,265-48,5,
廣場用地,內湖區,462,康寧段三小段,850-2,4,
