案類,發生日期,發生地點
搶奪,0931204 1950,台中市西屯區福星路西安街口
搶奪,0931205 0502,台中市中區中正路
搶奪,0931205 1145,台中市北屯區安順東九街大連路口
搶奪,0931206 1035,台中市西屯區長安路2段131巷28號
搶奪,0931206 1540,台中市西區精誠路132巷
搶奪,0931207 1615,台中市西屯區台中港路3段121號
搶奪,0931207 2017,台中市南屯區
搶奪,0931207 2220,台中市西屯區福星北路8-1號
搶奪,0931208 1120,台中市西區中美街
搶奪,0931208 1140,台中市南屯區公益路與大昌街口
搶奪,0931208 1210,台中市南屯區大進街383號
搶奪,0931208 1505,台中市中區光復路
搶奪,0931208 1520,台中市西區柳川西路
搶奪,0931208 1900,台中市西屯區中清西二街45巷20號
搶奪,0931208 2000,台中市西屯區上明一街62號
搶奪,0931209 0130,台中市北區篤行路115號
搶奪,0931209 1110,台中市西區向上路
搶奪,0931209 1330,台中市西區向上路
搶奪,0931209 2015,台中市西屯區成都路漢成街口
搶奪,0931210 1110,台中市西區民生路
搶奪,0931210 1440,台中市東區合作里進化路188號
搶奪,0931210 1840,台中市北區英才.博館二街
搶奪,0931210 1920,台中市北區中正路401號
搶奪,0931211 0440,台中市西屯區大墩20街88-3號
搶奪,0931211 1150,台中市西屯區青海路1段47號
搶奪,0931212 1000,台中市西屯區黎明路3段51號
搶奪,0931212 1310,台中市南屯區豐偉路89號
搶奪,0931212 1310,台中市南屯區文心南七路與豐偉路口
搶奪,0931212 1900,台中市南區德義里國光路建成路口
搶奪,0931212 1910,台中市南屯區向心南路985號
搶奪,0931212 2116,台中市南屯區文心南七路與豐偉路口
搶奪,0931213 1855,台中市西區精誠路
搶奪,0931213 2000,台中市北屯區陳平一街36巷口弄
搶奪,0931214 1210,台中市西區五權西四街
搶奪,0931214 1419,台中市西屯區大福里長安路2段317巷18號
搶奪,0931214 1520,台中市南區復新街87巷
搶奪,0931214 1630,台中市北屯區昌平路北平路口
搶奪,0931214 1650,台中市北屯區天津路3段9號
搶奪,0931214 1920,台中市北區民權.德化
搶奪,0931214 2010,台中市西屯區河南東四街與河南東五
搶奪,0931215 1130,台中市西區自由路
搶奪,0931215 1310,台中市西屯區市政北一路77號
搶奪,0931215 1530,台中市西屯區中清路65巷19號
搶奪,0931215 1620,台中市西屯區西屯路3段159號之12
搶奪,0931215 1910,台中市南屯區大業路與大福路
搶奪,0931215 2005,台中市南區江川里學府路建成路口
搶奪,0931215 2100,台中市北區健行與榮華街口
搶奪,0931215 2103,台中市北屯區天津路9號
搶奪,0931215 2120,台中市北屯區松竹路2段86巷28弄3號
搶奪,0931215 2245,台中市北屯區大連路3段30號
搶奪,0931216 0400,台中市北區文心.山西
搶奪,0931216 1140,台中市西屯區何源里太原路1段271號
搶奪,0931216 1240,台中市西屯區西墩里西屯路黎明路口
搶奪,0931216 1330,台中市北區博館.博館一街
搶奪,0931216 1430,台中市西區林森路97號
搶奪,0931216 2050,台中市南屯區文心南一路66號
搶奪,0931216 2125,台中市西屯區西屯路永福路口
搶奪,0931216 2200,台中市南屯區大墩14街150號
搶奪,0931216 2320,台中市南屯區大墩六街與大墩路口
搶奪,0931217 0040,台中市西屯區同志巷70-5號
搶奪,0931217 1720,台中市西屯區大福里長安路2段210巷48號
搶奪,0931217 2020,台中市西區民生北路
搶奪,0931218 0032,台中市中區光復路
搶奪,0931218 0230,台中市北區中山.原子
搶奪,0931218 1200,台中市北區五權.育才北路
搶奪,0931218 1213,台中市北區雙十.育才南路
搶奪,0931218 1300,台中市東區振興里復興路四段與立德街口
搶奪,0931218 1915,台中市北屯區遼陽六街72號
搶奪,0931218 2330,台中市西區精誠路
搶奪,0931219 0007,台中市西屯區福星路慶和街口
搶奪,0931219 1325,台中市西屯區大進街716號
搶奪,0931219 1805,台中市北屯區興安路2段32巷10號
搶奪,0931220 0135,台中市北區公園路
搶奪,0931220 1445,台中市西屯區河南路福上巷口
搶奪,0931220 1500,台中市東區南京路與雙十路口
搶奪,0931221 1221,台中市東區南京路與武德街口
搶奪,0931221 1900,台中市西區精誠路
搶奪,0931222 0245,台中市西區忠明南路
搶奪,0931222 1100,台中市西屯區河南路2段301巷7號
搶奪,0931223 1359,台中市南屯區大墩10街與大墩路口
搶奪,0931223 1430,台中市西區忠明南與華美街口
搶奪,0931223 1515,台中市南區復興與民意街口
搶奪,0931223 1530,台中市西區五權西路
搶奪,0931223 1710,台中市南區長春里和平街20號
搶奪,0931223 1710,台中市東區立德街95號
搶奪,0931223 2140,台中市南區忠孝路與合作街口
搶奪,0931224 1055,台中市南區復興路與民意街口
搶奪,0931224 1200,台中市北區中華路130號之11
搶奪,0931224 1320,台中市東區南京路與雙十路口
搶奪,0931224 1330,台中市南區信義南街320號
搶奪,0931224 1330,台中市東區南京路雙十路口
搶奪,0931224 1335,台中市東區大智路南和路口
搶奪,0931225 2330,台中市西屯區大墩20街大容西街口
搶奪,0931225 2330,台中市西區精誠路
搶奪,0931226 0240,台中市中區中華路
搶奪,0931226 0250,台中市中區中華路
搶奪,0931226 0305,台中市中區中華路
搶奪,0931226 0910,台中市西屯區青海路河南路口
搶奪,0931226 1035,台中市北屯區熱河路2段12-2號
搶奪,0931227 0530,台中市北區光大.英士
搶奪,0931227 0945,台中市南屯區大墩一街20號
搶奪,0931227 1504,台中市北區民權.德化街口
搶奪,0931227 2334,台中市西屯區大墩20街大安街口
搶奪,0931228 0230,台中市北區五權.太平
搶奪,0931228 1200,台中市西屯區何安二巷銀聯二巷口
搶奪,0931228 1320,台中市北區五權路500巷
搶奪,0931229 0440,台中市北屯區昌平路Q段70號
搶奪,0931229 0930,台中市南區美村路二段與南平路口
搶奪,0931229 1120,台中市北區中華西路
搶奪,0931229 1400,台中市北屯區陳平一街83號3樓
搶奪,0931229 1500,台中市南區復興路與民意街口
搶奪,0931229 1600,台中市北屯區文新路4段749號
搶奪,0931229 2010,台中市北屯區中清路13巷6弄16號
搶奪,0931230 0200,台中市中區興民街49號
搶奪,0931230 2135,台中市南屯區大墩路與大墩11街口
搶奪,0931231 1051,台中市西屯區漢口路2段94號
搶奪,0940101 1400,台中市南屯區大墩路738號
搶奪,0940101 2318,台中市西屯區福安里西屯路3段5巷15號
搶奪,0940102 1550,台中市西區五權七街
搶奪,0940102 1900,台中市西屯區惠中二街
搶奪,0940102 2150,台中市西區公益北街45號
搶奪,0940103 0632,台中市西區中港路
搶奪,0940103 1105,台中市北區篤行路
搶奪,0940103 1210,台中市西屯區上石里上石南10巷9號
搶奪,0940103 1405,台中市北屯區熱河路3段20號
搶奪,0940103 1600,台中市東區進德路與福仁街口
搶奪,0940103 1710,台中市東區精武路與東南街口
搶奪,0940103 1749,台中市北區公園路94號
搶奪,0940103 1815,台中市西屯區福安八街
搶奪,0940103 1820,台中市南區美村南與工學路口
搶奪,0940104 1300,台中市西區中美街
搶奪,0940104 1920,台中市西區美村路
搶奪,0940105 0530,台中市西區中港路
搶奪,0940105 1040,台中市西區大全街52號
搶奪,0940105 1550,台中市南區合作街與信義南街口
搶奪,0940106 1130,台中市西區民生路366號
搶奪,0940106 1150,台中市西區自立街
搶奪,0940107 1825,台中市北區福龍.成功
搶奪,0940107 1915,台中市西屯區中清路43巷54弄60號
搶奪,0940107 1920,台中市西區精明二街55號
搶奪,0940107 2010,台中市中區光復路
搶奪,0940108 1420,台中市西屯區惠來路市政北七路口
搶奪,0940110 1345,台中市西區自治街254號
搶奪,0940110 2330,台中市中區中華路
搶奪,0940111 0200,台中市北區北興街183號
搶奪,0940111 1010,台中市北區大雅路231號
搶奪,0940111 1155,台中市北屯區進化北路24巷8弄口號
搶奪,0940111 1310,台中市南區和平里復興路2段71巷
搶奪,0940111 1830,台中市西屯區何厝里漢口路1段13號
搶奪,0940111 2002,台中市北區山西.太原路
搶奪,0940111 2040,台中市西屯區福星路福星北路口
搶奪,0940111 2045,台中市北區五權路406號
搶奪,0940112 0210,台中市中區光復路
搶奪,0940112 1350,台中市中區公園路
搶奪,0940112 1500,台中市西區公益路1段88號
搶奪,0940112 1500,台中市南區工學一街
搶奪,0940112 1830,台中市東區干城里南京六街
搶奪,0940113 0300,台中市北屯區文心路梅川東路口
搶奪,0940114 0130,台中市西區中華路1段28號
搶奪,0940115 2100,台中市北屯區昌平路1段137號
搶奪,0940115 2122,台中市北屯區安順東七街17號
搶奪,0940115 2310,台中市北屯區北屯路178號之1
搶奪,0940116 0130,台中市西屯區西屯路2段297-8巷38號
搶奪,0940116 1550,台中市東區東橋里大智路與建新街口
搶奪,0940117 1100,台中市南屯區精誠南路
搶奪,0940117 1250,台中市南區和平里忠明南路760號
搶奪,0940117 1440,台中市北屯區梅川東路天津路
搶奪,0940117 1500,台中市中區三民路2段42號
搶奪,0940118 1400,台中市南屯區大同里大墩路771號
搶奪,0940119 0045,台中市北區進化北路
搶奪,0940119 1010,台中市西屯區大鵬路59號
搶奪,0940119 1630,台中市北屯區雷中路61巷23號
搶奪,0940119 1900,台中市南屯區南興巷23號
搶奪,0940120 1445,台中市北區進化路573號
搶奪,0940120 1815,台中市北區北平.青島西
搶奪,0940121 0215,台中市西屯區河南路福上巷口
搶奪,0940121 0250,台中市西屯區福星路535號
搶奪,0940121 1610,台中市南屯區大墩路與大墩三街口
搶奪,0940122 1440,台中市西區五權西五路
搶奪,0940122 1515,台中市北區太原三街17號
搶奪,0940123 0100,台中市西屯區環中路中清路口
搶奪,0940123 0930,台中市北屯區文昌二路128號
搶奪,0940123 1319,台中市北區錦平.五權50巷
搶奪,0940123 1600,台中市北屯區軍福路軍福十九路口
搶奪,0940124 0100,台中市北屯區中清路62巷45號
搶奪,0940124 1105,台中市南區忠孝路149號
搶奪,0940124 1730,台中市西屯區福星路福星北路口
搶奪,0940124 1850,台中市南屯區文心路與大墩六街口
搶奪,0940124 2020,台中市西區民生北路
搶奪,0940124 2230,台中市北區育才北路3號
搶奪,0940125 0140,台中市北區民族路
搶奪,0940125 1340,台中市北區大義街130巷
搶奪,0940125 2015,台中市西區中港路133號
搶奪,0940125 2300,台中市北區青島路2段69號
搶奪,0940126 1125,台中市西區公館路33號
搶奪,0940126 1255,台中市南屯區公益路與大英街口
搶奪,0940126 1340,台中市南屯區五權西路2段666號
搶奪,0940126 1620,台中市西區中美街
搶奪,0940126 1830,台中市西屯區工業一路6巷26弄21號
搶奪,0940126 2008,台中市西屯區福雅路103號
搶奪,0940126 2150,台中市北屯區東山路1段50巷10弄1號
搶奪,0940126 2320,台中市北屯區松竹路后庄路口
搶奪,0940127 0610,台中市西屯區河南路2段301巷16號
搶奪,0940128 0522,台中市西屯區大墩20街與大安街口
搶奪,0940128 1500,台中市東區台中路台中國小前
搶奪,0940129 0950,台中市南區復興美村路口
搶奪,0940129 1130,台中市南屯區大墩11街280巷14號
搶奪,0940129 1335,台中市北區大義街26巷
搶奪,0940129 1405,台中市北屯區三光巷52弄2號
搶奪,0940129 1630,台中市中區民權路100號1樓
搶奪,0940129 1810,台中市西區華美路
搶奪,0940130 0130,台中市南區忠孝路與和作街口
搶奪,0940130 2120,台中市南屯區大墩12街311號
搶奪,0940131 1430,台中市南屯區向上路與惠中路口
搶奪,0940131 2140,台中市南區忠孝路148巷
搶奪,0940201 0840,台中市西區大仁街
搶奪,0940201 1325,台中市南屯區大墩14街與大福街口
搶奪,0940201 1420,台中市南屯區大墩10街與大墩路口
搶奪,0940201 1445,台中市北區雙十路2段92號
搶奪,0940202 0130,台中市東區新庄里復興路四段大智路口
搶奪,0940202 1154,台中市北區中華路2段181號
搶奪,0940203 1350,台中市西區自由路
搶奪,0940203 1620,台中市西區明義街
搶奪,0940203 2225,台中市北區中華.錦平
搶奪,0940204 1405,台中市西區林森路
搶奪,0940204 1520,台中市南屯區大墩路與大墩十二街
搶奪,0940205 0930,台中市南區福德街143號
搶奪,0940205 1310,台中市東區新庄里復興路、立德街口
搶奪,0940205 1430,台中市南屯區大興里東興路2段47號
搶奪,0940205 1500,台中市西屯區台中港路惠來路口
搶奪,0940205 1510,台中市西屯區福星路西安街口
搶奪,0940205 1510,台中市北區育才北.一中街
搶奪,0940206 1120,台中市南屯區大墩12街與大聖街口
搶奪,0940206 1315,台中市西屯區逢甲里福星路453號
搶奪,0940206 1400,台中市西區美村路1段769號
搶奪,0940206 1415,台中市北區五權路228巷2號
搶奪,0940207 0135,台中市南區積善里五權南路614巷3弄1號
搶奪,0940207 0730,台中市中區八德路
搶奪,0940207 1130,台中市東區南京東路一段建成路口
搶奪,0940207 1130,台中市東區新庄里大智路58號
搶奪,0940207 1230,台中市西屯區大信街50號
搶奪,0940207 1300,台中市北屯區旅順路
搶奪,0940207 1430,台中市西屯區惠來路市政北六路口
搶奪,0940207 2340,台中市西區大同路
搶奪,0940208 1130,台中市南屯區大墩路391號
搶奪,0940208 1250,台中市西屯區台中港路2段111號
搶奪,0940209 1300,台中市西屯區市政北五路惠來路口
搶奪,0940209 1305,台中市西區五權西三街57號
搶奪,0940209 1530,台中市北屯區和祥街205巷56號
搶奪,0940209 2210,台中市北區健行路190號
搶奪,0940210 1350,台中市西屯區長安路中清西二街口
搶奪,0940210 1355,台中市西區華美西街
搶奪,0940210 1625,台中市西屯區西安街217號之8
搶奪,0940211 0850,台中市北區山西.北平
搶奪,0940211 1320,台中市西區公益路
搶奪,0940211 1730,台中市中區中華路1段193巷
搶奪,0940211 2325,台中市南區忠孝路78巷
搶奪,0940212 1920,台中市南區城隍里忠孝路與正義街口
搶奪,0940212 2026,台中市南屯區大墩12街100號
搶奪,0940212 2210,台中市西區五權西二街
搶奪,0940213 0430,台中市西區五權路
搶奪,0940213 0915,台中市北區精武路220號
搶奪,0940213 1430,台中市北區北屯.德化
搶奪,0940214 1000,台中市北屯區軍福路軍福十三路口
搶奪,0940214 1450,台中市西屯區惠來路市政北七路口
搶奪,0940214 1455,台中市西區五權五街
搶奪,0940214 1545,台中市中區中華路
搶奪,0940214 1610,台中市東區復興路四段與互助街口
搶奪,0940215 0156,台中市南屯區干城街285號
搶奪,0940215 0230,台中市南屯區向上路1段65號之2
搶奪,0940215 1300,台中市南屯區惠中路與大墩七街口
搶奪,0940215 1531,台中市西屯區惠中路30巷25號
搶奪,0940215 1535,台中市北區育才北路32號
搶奪,0940215 1910,台中市北區梅亭街
搶奪,0940215 2115,台中市西區五權西四街
搶奪,0940215 2200,台中市南區福興里美村路2段285號
搶奪,0940216 1125,台中市東區進化與富貴街口
搶奪,0940216 1200,台中市東區東門里振興路246巷52號
搶奪,0940216 1710,台中市北區太平路63巷1號
搶奪,0940216 1800,台中市北區學士路257號
搶奪,0940216 1940,台中市南屯區黎明路2段496號
搶奪,0940216 2025,台中市南區城隍里忠孝路113號
搶奪,0940217 1300,台中市北區健行路766巷75弄
搶奪,0940217 1420,台中市北區德化街176巷6號
搶奪,0940217 1530,台中市北區青島一街
搶奪,0940217 2030,台中市西屯區大隆路178號
搶奪,0940218 0255,台中市東區樂成里東光園路與樂業路口
搶奪,0940218 0700,台中市北屯區北屯路337號
搶奪,0940219 1300,台中市北屯區旅順路1段262號
搶奪,0940219 1645,台中市北區健行路354號
搶奪,0940220 0600,台中市北區進化北.榮華
搶奪,0940220 1355,台中市西區精誠9路21號
搶奪,0940221 1310,台中市西區五權路
搶奪,0940222 1545,台中市西區中興四巷26號
搶奪,0940222 2130,台中市北屯區大連路3段65號
搶奪,0940222 2340,台中市西屯區福上巷117弄
搶奪,0940224 1010,台中市西區中興路
搶奪,0940224 1020,台中市南屯區大進街685號
搶奪,0940225 0825,台中市北屯區中清路62巷口弄
搶奪,0940225 1330,台中市北區德化街130巷5號
搶奪,0940225 1620,台中市西區公益北街2號
搶奪,0940225 1910,台中市西屯區漢口路忠義街口
搶奪,0940225 1930,台中市南區忠孝路124號
搶奪,0940225 2125,台中市東區新庄里復興路四段台中路口
搶奪,0940226 0245,台中市南屯區嶺東路38號
搶奪,0940226 2015,台中市北區健行路
搶奪,0940226 2045,台中市西區民權路91號
搶奪,0940227 0900,台中市西區永安街
搶奪,0940227 1015,台中市北區五權路500巷10弄
搶奪,0940228 0540,台中市西屯區何仁里櫻花路28號
搶奪,0940228 1700,台中市南區信義南街與民意街口
搶奪,0940228 1730,台中市西屯區惠中三街市政北七路口
搶奪,0940301 0510,台中市東區雙十路與公園東路口
搶奪,0940301 1050,台中市西區公益路192號
搶奪,0940301 1330,台中市南區復興路3段384巷16號
搶奪,0940301 1840,台中市北屯區北屯路373號
搶奪,0940301 1900,台中市中區民權路
搶奪,0940301 1930,台中市中區雙十路31號
搶奪,0940302 0548,台中市西屯區文心路3段11巷
搶奪,0940302 1620,台中市南區城隍里民意街與信義南街口
搶奪,0940302 1740,台中市西屯區大鵬路134號
搶奪,0940303 1920,台中市南區美村南路
搶奪,0940304 0430,台中市南區復興路3段333號
搶奪,0940304 1005,台中市北區健行路518巷16號
搶奪,0940304 1621,台中市北區漢口路4段381巷
搶奪,0940304 1710,台中市東區台中和平街口
搶奪,0940304 2200,台中市西屯區台中港路惠中路口
搶奪,0940305 1335,台中市中區民族綠川東路
搶奪,0940305 2115,台中市南區國光路與興大路口
搶奪,0940306 1050,台中市東區自由路與自由三街口
搶奪,0940306 1350,台中市北區學士.英才
搶奪,0940306 2040,台中市北屯區松山街115號
搶奪,0940307 0820,台中市西區中美路
搶奪,0940308 0625,台中市南屯區黎明路2段107號
搶奪,0940308 0900,台中市南區忠明南路730巷
搶奪,0940308 1320,台中市南區合作街5號
搶奪,0940308 1610,台中市南區長榮里信義南街與有恆街口
搶奪,0940308 1808,台中市西區中美街
搶奪,0940308 1815,台中市西區中華路
搶奪,0940309 0730,台中市北區進化路583號
搶奪,0940309 1000,台中市西屯區青海路2段丸久超市前道路
搶奪,0940309 1618,台中市南區福興里南平路257號
搶奪,0940309 1700,台中市北屯區昌平路山西路口
搶奪,0940309 1925,台中市西區中港路1段160號之1
搶奪,0940310 1820,台中市北區英才路
搶奪,0940310 1830,台中市北區進化北路259號
搶奪,0940311 0745,台中市北區五順街
搶奪,0940311 0750,台中市東區精武東路與三賢街口
搶奪,0940311 2205,台中市北區梅亭.梅川東
搶奪,0940312 0115,台中市北區育才街20號
搶奪,0940312 1015,台中市東區大智路與信義街口
搶奪,0940312 1235,台中市西區成功路
搶奪,0940312 1340,台中市中區自由路
搶奪,0940312 1630,台中市西屯區甘州五街16號
搶奪,0940312 1630,台中市南區學府路168巷
搶奪,0940313 1025,台中市中區中正興中路
搶奪,0940313 1100,台中市北屯區遼陽四街98號
搶奪,0940313 1200,台中市北區五權路500巷6弄12號
搶奪,0940313 1220,台中市南區城隍里正義街102號
搶奪,0940313 2230,台中市西屯區文心路市政北一路口
搶奪,0940314 0120,台中市北區進化北.學士
搶奪,0940314 0940,台中市北區大雅路58號
搶奪,0940314 1005,台中市西區三民西路
搶奪,0940314 1045,台中市西區美村路
搶奪,0940314 1545,台中市北區梅亭街150號
搶奪,0940314 1805,台中市南區工學路147號
搶奪,0940314 2155,台中市西區忠明南路
搶奪,0940315 1130,台中市北屯區遼陽六街大連路口
搶奪,0940315 1950,台中市南區城隍里忠孝路與濟世街口
搶奪,0940316 2230,台中市西屯區西屯路2段297巷42號
搶奪,0940317 0448,台中市北屯區大連路1段202號
搶奪,0940317 1430,台中市南屯區文心路與向上路
搶奪,0940317 2135,台中市南屯區大進街與大墩十一街
搶奪,0940318 0845,台中市北屯區中清路同平巷2號
搶奪,0940318 1310,台中市北屯區崇德五路松順一街口
搶奪,0940318 1900,台中市北區一中.育才
搶奪,0940318 1915,台中市西屯區惠來路市政北六路口
搶奪,0940319 1030,台中市西屯區太原路1段217號
搶奪,0940319 1340,台中市北區民權路
搶奪,0940319 1900,台中市北區北平.北平四
搶奪,0940319 2140,台中市西屯區漢口路2段29號
搶奪,0940320 0030,台中市北區雙十.育才南
搶奪,0940320 1630,台中市南區工學路12巷
搶奪,0940320 2140,台中市東區自由路與自由一街口
搶奪,0940321 1103,台中市西區精誠21街23號
搶奪,0940321 1945,台中市北區育德.篤行
搶奪,0940321 2210,台中市北區一中街175號
搶奪,0940322 0900,台中市西區四維街
搶奪,0940322 1125,台中市北屯區太原路3段191號
搶奪,0940322 1355,台中市北屯區陳平一街139號
搶奪,0940322 1400,台中市西區英才路
搶奪,0940322 1630,台中市東區東南街95號5樓之7
搶奪,0940323 0835,台中市南屯區南屯路2段190號
搶奪,0940323 1115,台中市北屯區崇德二路遼寧路口
搶奪,0940323 1550,台中市南區忠明南路730巷24號之1
搶奪,0940323 1550,台中市西區明義路
搶奪,0940323 2030,台中市中區中華路1段
搶奪,0940323 2100,台中市西區精誠28路
搶奪,0940324 0221,台中市南屯區東興路2段25巷8號
搶奪,0940324 0845,台中市西區大仁博館路
搶奪,0940324 2055,台中市北區中華路2段62號
搶奪,0940324 2145,台中市北區忠明路462號
搶奪,0940324 2245,台中市南屯區大隆與大進街口
搶奪,0940325 1020,台中市西區民生路140號
搶奪,0940325 1710,台中市西屯區福星路397號3樓
搶奪,0940325 2127,台中市西區五權西路
搶奪,0940325 2210,台中市中區中正路
搶奪,0940326 0905,台中市北屯區太原路
搶奪,0940326 1350,台中市北區梅亭.五常
搶奪,0940326 1515,台中市北區太平.文祥
搶奪,0940326 1710,台中市北區三民路3段65號之11
搶奪,0940327 0610,台中市中區光復路
搶奪,0940327 0810,台中市北屯區文昌東四街32號
搶奪,0940327 1350,台中市西屯區大隆路大聖街口
搶奪,0940327 1915,台中市北區國強.梅豐
搶奪,0940328 0130,台中市西屯區文華路西屯路口
搶奪,0940328 2000,台中市南區忠孝路70號之2
搶奪,0940328 2232,台中市北屯區中清路2-69號
搶奪,0940328 2300,台中市南區永興里高工路美村南路口
搶奪,0940329 1020,台中市東區復興路與自由路口
搶奪,0940329 1350,台中市西區法院前路
搶奪,0940329 1930,台中市北屯區文昌東二街130號
搶奪,0940330 2035,台中市北區一中.育才南
搶奪,0940401 0145,台中市北屯區北屯路251號
搶奪,0940401 1200,台中市西區自治路32號
搶奪,0940401 1810,台中市西區公益路
搶奪,0940401 1930,台中市北區青島西街47號
搶奪,0940402 1020,台中市北區健行路580號
搶奪,0940402 1755,台中市南屯區大墩十一街280巷17號
搶奪,0940402 1810,台中市西區公益路
搶奪,0940402 1900,台中市東區東英里十甲東路與東英八街口
搶奪,0940403 1047,台中市北屯區松竹路2段74巷6號
搶奪,0940403 1130,台中市西區英才路470巷
搶奪,0940403 2030,台中市北區文昌東二街105號
搶奪,0940404 0620,台中市西屯區惠來路與櫻花路口
搶奪,0940404 1610,台中市北區健行路766巷1號
搶奪,0940404 1700,台中市北區柳川東路4段61號
搶奪,0940404 2200,台中市北區山西路2段131號
搶奪,0940405 2030,台中市西區五權七路
搶奪,0940405 2050,台中市北屯區北平路文昌東四街
搶奪,0940406 1020,台中市南屯區東興路與大墩六街
搶奪,0940406 1020,台中市西屯區中清路65巷
搶奪,0940406 1450,台中市西區五權西三路
搶奪,0940406 1540,台中市西屯區福星路517號
搶奪,0940406 2030,台中市東區新庄里大智路與和平街口
搶奪,0940406 2250,台中市東區富台里自由富台東街口
搶奪,0940407 2045,台中市北區公園.柳川西
搶奪,0940407 2050,台中市北區精武路圖書館前
搶奪,0940408 1550,台中市西屯區市政北七路與惠中路口
搶奪,0940408 1830,台中市西屯區西屯路2段26號
搶奪,0940408 2300,台中市北區太原八.太原六
搶奪,0940409 0100,台中市北屯區北平路3段186號
搶奪,0940410 1110,台中市中區中正路
搶奪,0940410 1930,台中市北區太原路1段448號之2
搶奪,0940410 2150,台中市北屯區松竹路松和街口
搶奪,0940410 2250,台中市中區三民路
搶奪,0940411 0015,台中市北屯區東山路1段138巷62-1號
搶奪,0940411 1215,台中市北區陜西路83號
搶奪,0940411 2350,台中市東區干城里復興公園東路口
搶奪,0940412 0027,台中市北屯區北屯路439-17巷30號
搶奪,0940412 0920,台中市西屯區重慶路229號
搶奪,0940412 1130,台中市北屯區崇德三路18號
搶奪,0940412 1250,台中市西區樂群街114號
搶奪,0940412 2056,台中市北區賴厝.東漢
搶奪,0940414 0847,台中市南屯區大墩12街313號
搶奪,0940414 1505,台中市北區梅川西路3段281巷7號
搶奪,0940414 2210,台中市北區大雅.育德
搶奪,0940415 1230,台中市東區振興里大勇街66號之3
搶奪,0940415 1530,台中市西區大全路
搶奪,0940416 1035,台中市西屯區西屯路2段39號
搶奪,0940416 1831,台中市北區光大.五常
搶奪,0940417 0750,台中市南屯區永春東三路與楓樹巷口
搶奪,0940417 2030,台中市北區三民路3段256號之13
搶奪,0940418 1300,台中市南區長春里仁德街16號
搶奪,0940418 2100,台中市北屯區瀋陽北路18號
搶奪,0940420 1325,台中市南區長春里復興路三段
搶奪,0940420 1900,台中市西區美村路
搶奪,0940420 1955,台中市北區一中ˋ育才北
搶奪,0940420 2105,台中市西屯區精明路與精明一街口
搶奪,0940421 1455,台中市西區五權西四街55號
搶奪,0940421 2345,台中市北區一中.太平
搶奪,0940422 0310,台中市中區中華路
搶奪,0940422 1210,台中市北屯區北平路3段81號
搶奪,0940422 1525,台中市北區育才北.雙十
搶奪,0940422 1600,台中市西區五權西四街
搶奪,0940422 1605,台中市南屯區大墩路653號之3
搶奪,0940422 1750,台中市南屯區大進街與大墩17街口
搶奪,0940422 2200,台中市西屯區西屯路至善路口
搶奪,0940423 0935,台中市北區太原2街.漢口
搶奪,0940423 0950,台中市東區干城里南京路雙十路口
搶奪,0940423 2315,台中市西屯區福星路福星北路口
搶奪,0940424 1130,台中市西區自治路
搶奪,0940424 1545,台中市南屯區大聖街131號
搶奪,0940425 0515,台中市西屯區福雅路300號
搶奪,0940425 0810,台中市北區山西路1段69號
搶奪,0940426 1155,台中市西區忠誠街54號
搶奪,0940426 1319,台中市中區中華路
搶奪,0940426 1410,台中市西區林森路115號
搶奪,0940428 1010,台中市東區十甲里十甲北街17巷98號
搶奪,0940428 1817,台中市北區三民.錦華3段
搶奪,0940429 1150,台中市北屯區崇德六路興安路口
搶奪,0940429 1230,台中市南屯區忠勇路105號之16
搶奪,0940429 1230,台中市南屯區南屯路2段510號
搶奪,0940429 1530,台中市南區長榮里國光路2巷11號
搶奪,0940429 2010,台中市北區西屯路1段189巷
搶奪,0940430 0130,台中市北區梅川西路3段141號
搶奪,0940430 0240,台中市西屯區西平里逢甲路75巷9號
搶奪,0940430 1530,台中市南屯區大聖街192號
搶奪,0940430 1630,台中市南區長春里台中路復興路三段口
搶奪,0940430 1725,台中市中區綠川西路
搶奪,0940501 0600,台中市北屯區中清西二路29號
搶奪,0940502 1440,台中市南區德義里復新街53號
搶奪,0940503 0055,台中市中區中華路
搶奪,0940503 0236,台中市北區公園路86號
搶奪,0940503 1230,台中市南屯區大墩12街283號
搶奪,0940503 1310,台中市北區館前.博館二街
搶奪,0940504 0730,台中市北屯區昌平路2段31巷2弄口號
搶奪,0940504 2000,台中市北屯區崇德五路121號
搶奪,0940505 0510,台中市北區成功路391號
搶奪,0940505 1540,台中市東區振興里信義街45號
搶奪,0940506 0030,台中市南屯區大墩十街與大光街口
搶奪,0940506 1930,台中市北區文昌東一街56號
搶奪,0940507 0430,台中市南區忠明南路地下道
搶奪,0940507 1130,台中市西區貴和路
搶奪,0940507 1220,台中市北屯區遼寧路2段50號
搶奪,0940507 2000,台中市北屯區青島路4段185號
搶奪,0940507 2020,台中市北區青島東街35號
搶奪,0940507 2150,台中市北屯區河北路崇德五路口
搶奪,0940507 2200,台中市西區公正路
搶奪,0940509 0220,台中市東區進化路與建成路口
搶奪,0940509 1610,台中市北屯區松義街79號
搶奪,0940509 1700,台中市南區信義南街台中路口
搶奪,0940509 1710,台中市南屯區五權西路與惠中路口
搶奪,0940509 2010,台中市南屯區公益路與大進街口
搶奪,0940509 2125,台中市西屯區西屯路太原路口
搶奪,0940509 2140,台中市北區中華路2段197號
