案類,發生日期,發生地點
搶奪,0940510 0815,台中市北屯區熱河路安順東七街口
搶奪,0940510 1500,台中市中區中華路1段124巷
搶奪,0940510 1510,台中市西屯區台中路3段高速公路涵洞
搶奪,0940510 1920,台中市北屯區北屯路337號
搶奪,0940510 2320,台中市西屯區工業區16路4號
搶奪,0940511 0530,台中市北區漢口路4段5號
搶奪,0940511 1310,台中市南屯區文昌街225巷12號
搶奪,0940511 1853,台中市北區文昌東一街288號
搶奪,0940511 2010,台中市北區三民路
搶奪,0940511 2128,台中市北區文心路4段220號
搶奪,0940511 2205,台中市西屯區長安路2段131巷25弄
搶奪,0940512 0430,台中市北區太原.大德
搶奪,0940512 1440,台中市北屯區文昌三路49號
搶奪,0940512 1705,台中市北區雙十.精武
搶奪,0940512 1810,台中市東區振興里信義街106號
搶奪,0940512 2015,台中市北區五常街191巷5號
搶奪,0940513 1410,台中市東區新庄里大公街17巷1號
搶奪,0940513 1540,台中市北區進化路575號
搶奪,0940514 1550,台中市北區美德街190號
搶奪,0940514 1810,台中市南屯區大聖街與大墩18街口
搶奪,0940514 2230,台中市北區五權路500巷
搶奪,0940515 1451,台中市東區信義街142號前樓
搶奪,0940515 1505,台中市東區東興里建中街125號前樓
搶奪,0940515 2230,台中市北區育才北路10號
搶奪,0940516 1100,台中市東區東興里台中路與七中路口
搶奪,0940516 1805,台中市東區新庄里互助街25巷
搶奪,0940516 2000,台中市北區育德.五常
搶奪,0940517 1650,台中市北區大德街82巷4號
搶奪,0940517 1815,台中市北屯區崇德三路熱河路口
搶奪,0940517 2110,台中市北區文昌東一街100號
搶奪,0940518 0130,台中市北區崇德路1段141號
搶奪,0940518 1603,台中市北區益華街路39巷24號
搶奪,0940518 1753,台中市南區福興里高院路高分院後門
搶奪,0940518 2000,台中市北區五常.五權
搶奪,0940518 2022,台中市西屯區上仁街115號
搶奪,0940518 2025,台中市西區五權三街249號
搶奪,0940519 0015,台中市北區水源街25-1號
搶奪,0940519 0250,台中市北屯區崇德路1段558號
搶奪,0940519 1830,台中市南區樹義里復興路1段359號
搶奪,0940519 1940,台中市北區太原ˋ榮華路
搶奪,0940519 2020,台中市北區中華ˋ錦平路
搶奪,0940519 2040,台中市北屯區昌平路2段2-41號
搶奪,0940519 2145,台中市西屯區福星路與寶慶街口
搶奪,0940520 1240,台中市南區福順里南陽街15號
搶奪,0940520 1310,台中市西區林森路
搶奪,0940520 1810,台中市西屯區成都路與寧夏路口
搶奪,0940520 1845,台中市西屯區惠中路與西屯路口
搶奪,0940521 0940,台中市西區自立街29號
搶奪,0940521 1020,台中市北屯區平德路1巷19號
搶奪,0940521 2045,台中市南屯區公益路2段36號
搶奪,0940521 2120,台中市北區北平路2段113號
搶奪,0940522 0240,台中市北區雙十路2段100巷
搶奪,0940522 1400,台中市西區公益路
搶奪,0940522 1910,台中市北區青島路ˋ青島一街
搶奪,0940523 1530,台中市北區學士ˋ五順路
搶奪,0940523 1530,台中市東區東勢里進化路173巷
搶奪,0940524 1600,台中市東區新庄里大公街19號
搶奪,0940524 1900,台中市西區五權一路
搶奪,0940525 2120,台中市南屯區文心路與大墩六街口
搶奪,0940527 1100,台中市北區育德路130號
搶奪,0940527 1100,台中市南屯區大墩四街177號
搶奪,0940527 1515,台中市北屯區昌平路2段國泰巷76號
搶奪,0940527 1550,台中市北屯區瀋陽路安順東六街口
搶奪,0940527 1635,台中市南區德義里仁義街76號
搶奪,0940527 1810,台中市北區五常ˋ梅亭路
搶奪,0940528 0200,台中市北區雙十路2段14號
搶奪,0940528 0250,台中市東區十甲里十甲路與十甲北街口
搶奪,0940528 0350,台中市北屯區遼寧路1段57號
搶奪,0940528 1335,台中市東區干城里復興路四段南京路口
搶奪,0940528 1745,台中市東區新庄里和平街260巷24號
搶奪,0940528 2002,台中市西區五權西三路
搶奪,0940529 2005,台中市北屯區軍功路1段133號
搶奪,0940529 2230,台中市中區建國路172號
搶奪,0940530 0010,台中市西屯區福星路與永新南二巷口
搶奪,0940530 0915,台中市西屯區台中港路與何厝街口
搶奪,0940530 0930,台中市南屯區公益路與大聖街口
搶奪,0940530 1130,台中市北屯區進化北路63巷5號
搶奪,0940530 1210,台中市南區福順里復興路與美村路口
搶奪,0940531 0330,台中市北區博館路30號
搶奪,0940531 1100,台中市南區福興里福東街與美村路口
搶奪,0940531 1225,台中市北屯區熱河路1段70號
搶奪,0940531 1940,台中市西區忠明南路105號
搶奪,0940601 0517,台中市南屯區向心68巷
搶奪,0940601 1010,台中市北屯區昌平路1段454號
搶奪,0940601 1230,台中市中區柳川東路3段7號
搶奪,0940601 1600,台中市北屯區山山路2段
搶奪,0940601 1750,台中市北區進化北學士路口
搶奪,0940602 0020,台中市北屯區松竹路松明街
搶奪,0940602 0530,台中市西屯區西屯路3段84號之6
搶奪,0940602 1230,台中市北屯區文昌三街29號
搶奪,0940602 1250,台中市北區美德ˋ永興路口
搶奪,0940602 1300,台中市北屯區崇德五路345號
搶奪,0940602 1400,台中市北區五權路352巷1號
搶奪,0940602 1400,台中市北屯區文昌東一街10號
搶奪,0940602 2030,台中市南屯區公益路2段183號
搶奪,0940602 2120,台中市北區大雅ˋ進化北路口
搶奪,0940602 2150,台中市西區忠興街
搶奪,0940604 0130,台中市西區忠誠路102巷
搶奪,0940604 2049,台中市北區漢口.崇興路
搶奪,0940605 0750,台中市北屯區安順北一街山西路口
搶奪,0940605 1110,台中市西屯區大福里大鵬路長安路口
搶奪,0940605 1840,台中市北區西屯路397號
搶奪,0940606 1100,台中市北區學士路236巷22號
搶奪,0940606 1225,台中市西屯區大信街13巷7號
搶奪,0940606 1245,台中市南屯區南屯路2段235巷9弄26號
搶奪,0940606 1330,台中市西區美村路1段
搶奪,0940606 2030,台中市西屯區台中港路3段115號
搶奪,0940606 2245,台中市北區精武路(圖書館前)
搶奪,0940607 0635,台中市北區健行路608號
搶奪,0940607 0950,台中市西區民權路217巷6號
搶奪,0940607 1140,台中市西區四維路
搶奪,0940607 1440,台中市西區精誠1街20號
搶奪,0940608 0400,台中市南屯區東興東街61號
搶奪,0940608 0820,台中市東區福明街與進德路口
搶奪,0940608 1100,台中市北區健行路412號
搶奪,0940608 1320,台中市北區五權路498號之8
搶奪,0940608 1635,台中市西區公益路
搶奪,0940608 1640,台中市北區梅川東路3段206巷
搶奪,0940609 0155,台中市南屯區大英街296號
搶奪,0940609 1310,台中市東區新庄里復興路四段互助街口
搶奪,0940609 1525,台中市北區漢口路4段318巷35號
搶奪,0940610 0340,台中市南屯區大墩14街140號
搶奪,0940610 1000,台中市北屯區軍福十八路59號
搶奪,0940610 1030,台中市南屯區大敦12街360號
搶奪,0940610 1100,台中市南屯區大聖街46號
搶奪,0940610 1220,台中市北區民權路357號
搶奪,0940610 2045,台中市北區健行路
搶奪,0940611 1900,台中市西區中港路
搶奪,0940611 2340,台中市北區英士路106巷27號
搶奪,0940612 0020,台中市西屯區河南路與福上巷口
搶奪,0940612 0350,台中市北屯區梅川東路北平路口
搶奪,0940612 0410,台中市北區五義街146巷11號
搶奪,0940612 0520,台中市北區大雅.育德路口
搶奪,0940612 1240,台中市西區忠明南路
搶奪,0940612 1410,台中市北區中華ˋ錦平路
搶奪,0940612 1815,台中市西區五權西5路
搶奪,0940613 0805,台中市北屯區中清路108號之15
搶奪,0940613 0940,台中市北區梅亭街517號
搶奪,0940613 1020,台中市北屯區后庄路
搶奪,0940614 1310,台中市北區進化路334號
搶奪,0940614 1520,台中市西屯區朝馬二街80號
搶奪,0940614 1700,台中市西區精美路48號
搶奪,0940614 1910,台中市東區富榮街49號
搶奪,0940614 2250,台中市西區金山路23號
搶奪,0940615 1215,台中市西屯區福星路547號
搶奪,0940615 1245,台中市北區五常街72號
搶奪,0940615 1550,台中市北屯區遼陽三街5號
搶奪,0940615 1815,台中市北屯區東山路1段138巷35號
搶奪,0940615 2203,台中市西區華美西街
搶奪,0940617 0635,台中市北屯區中清路152巷4弄8號
搶奪,0940617 0945,台中市南區工學路146巷
搶奪,0940617 1050,台中市西區金山路35號
搶奪,0940617 1520,台中市北屯區崇德一路70號
搶奪,0940617 1750,台中市南屯區大墩11街304號
搶奪,0940619 0600,台中市西屯區西安街76巷8弄
搶奪,0940619 1232,台中市西區西屯路1段
搶奪,0940619 2110,台中市西區館前路26號
搶奪,0940620 0400,台中市北區學士ˋ梅亭路口
搶奪,0940620 0550,台中市北區進化北路171號
搶奪,0940620 0700,台中市東區十甲里十甲東路520號
搶奪,0940620 0745,台中市東區十甲里十甲路與十甲北街口
搶奪,0940620 1326,台中市南屯區大昌街468號
搶奪,0940620 1448,台中市北屯區漢口路5段11號
搶奪,0940620 1500,台中市西區華美街283巷
搶奪,0940620 1550,台中市北屯區旅順路2段420號
搶奪,0940620 1920,台中市東區東信里振興路437巷67號
搶奪,0940620 2155,台中市西屯區西屯路福上巷口
搶奪,0940621 0800,台中市北屯區四平路387巷64號
搶奪,0940621 1520,台中市南區永和里5鄰五權南路497巷22號
搶奪,0940621 1740,台中市北屯區遼寧路1段508號
搶奪,0940621 1920,台中市西屯區永福路與福科路口
搶奪,0940621 2000,台中市南屯區大墩路與大墩14街口
搶奪,0940622 1207,台中市北屯區松義街146號
搶奪,0940622 1350,台中市西屯區太原路與寧漢一街口
搶奪,0940622 1550,台中市北屯區天祥街1段91號
搶奪,0940622 2155,台中市西區大仁街
搶奪,0940623 0620,台中市西區樂群街365號
搶奪,0940623 0945,台中市北區綏遠路1段1號之2
搶奪,0940623 2230,台中市北區永興街80巷30號
搶奪,0940624 1200,台中市西屯區河南路2段246號
搶奪,0940624 1515,台中市西屯區文華路100號
搶奪,0940624 1615,台中市西區五權八路
搶奪,0940625 0120,台中市西區永安路
搶奪,0940625 1010,台中市西區華美路
搶奪,0940625 1140,台中市北屯區華美西街2段480號
搶奪,0940625 1830,台中市北屯區篰子路606號
搶奪,0940625 2215,台中市西區精明二路
搶奪,0940626 0420,台中市北區崇德路1段121巷2號之5
搶奪,0940626 0500,台中市西屯區西屯路與惠中路口
搶奪,0940626 0830,台中市西區自治街民生路
搶奪,0940626 1110,台中市西屯區大弘街16號
搶奪,0940626 1215,台中市西區中美路
搶奪,0940626 1230,台中市北屯區興安路1段133巷15號
搶奪,0940627 2347,台中市北區漢口路4段295號
搶奪,0940628 0930,台中市北屯區平德路1巷四平路69巷口
搶奪,0940628 1430,台中市北區青島東街52號
搶奪,0940628 1430,台中市北屯區天津路4段
搶奪,0940629 0520,台中市北區崇德ˋ進化北路口
搶奪,0940629 1050,台中市北屯區熱河路2段126號
搶奪,0940629 1250,台中市西區中港路1段199巷
搶奪,0940630 0933,台中市北屯區崇德路2段416號
搶奪,0940630 1130,台中市南屯區大光街8號
搶奪,0940630 2010,台中市南屯區大英街與大墩六街口
搶奪,0940701 0225,台中市北屯區綏遠路2段15巷
搶奪,0940701 1125,台中市西區博館路
搶奪,0940701 1130,台中市南區正義街與復興路三段口
搶奪,0940701 1210,台中市西區中美路
搶奪,0940701 1306,台中市西區林森路
搶奪,0940701 1440,台中市北屯區遼陽三街河北路口
搶奪,0940701 1600,台中市南區城隍里忠孝路與合作街口
搶奪,0940701 1944,台中市北區一中街115號
搶奪,0940702 0639,台中市南屯區五權西路236號
搶奪,0940702 0938,台中市西屯區大墩19街與大恩街口
搶奪,0940702 1900,台中市北區永興`街292號7樓之4
搶奪,0940703 0750,台中市西區福人路
搶奪,0940703 0840,台中市東區台中路與仁和路口
搶奪,0940703 1013,台中市北屯區松竹路2段165號
搶奪,0940703 1200,台中市南區長春里民意街14號
搶奪,0940703 1320,台中市北屯區青島路4段12號
搶奪,0940703 1515,台中市西屯區上石南八巷9號
搶奪,0940703 1940,台中市西區五權西路
搶奪,0940704 0730,台中市西屯區潮洋里朝馬三街與朝富一街口
搶奪,0940704 1720,台中市西區忠明南路
搶奪,0940704 2220,台中市北區雙十路2段48巷6號
搶奪,0940705 0415,台中市北區梅川東ˋ梅亭路口
搶奪,0940705 0500,台中市西區大忠路
搶奪,0940705 0947,台中市南區復興路三段與高院路口
搶奪,0940705 1515,台中市西區中美路19號
搶奪,0940705 1630,台中市北區漢口ˋ山西路
搶奪,0940706 1650,台中市南屯區向上路與大英西二街
搶奪,0940706 1745,台中市東區十甲里精武東路17號
搶奪,0940707 0215,台中市東區進德路40巷12號
搶奪,0940707 1510,台中市北區華美街2段206號
搶奪,0940707 2320,台中市南區樹義里建國南路大慶火車站
搶奪,0940707 2340,台中市北屯區興安路1段321巷28號
搶奪,0940708 0150,台中市北屯區華美西路2段478號
搶奪,0940708 0700,台中市西屯區西安街76巷12弄15號
搶奪,0940708 1800,台中市北屯區瀋陽路10號
搶奪,0940709 0350,台中市東區東英里三賢街107號
搶奪,0940709 0610,台中市南屯區大富街135號
搶奪,0940709 1445,台中市西屯區市政北七與惠來路口
搶奪,0940709 1450,台中市西屯區西屯路2段268號
搶奪,0940709 1500,台中市西區五權三街
搶奪,0940709 1530,台中市北區三民ˋ精武路
搶奪,0940709 2040,台中市西區博館二街
搶奪,0940710 0420,台中市西屯區西屯路與國安一路口
搶奪,0940710 0655,台中市北屯區昌平路文昌東十二街
搶奪,0940710 2150,台中市東區新庄里復興路4段82號
搶奪,0940711 0205,台中市北區忠明ˋ忠太西路
搶奪,0940711 0525,台中市南屯區向心南路與永春東路口
搶奪,0940711 0750,台中市中區中山路
搶奪,0940711 0855,台中市西屯區台中港路漢口路口
搶奪,0940711 0945,台中市西區美村路
搶奪,0940711 1502,台中市南屯區田心北三巷33號
搶奪,0940711 1620,台中市北區忠明路498巷
搶奪,0940711 1905,台中市南屯區公益路與大聖街
搶奪,0940712 0340,台中市北區進化路351巷12號
搶奪,0940712 2000,台中市南屯區大墩14街400號
搶奪,0940712 2025,台中市西屯區市政北七路與惠中路口
搶奪,0940713 0330,台中市北屯區昌平路2段4巷2弄62號
搶奪,0940713 0430,台中市北區德化街287號
搶奪,0940713 1735,台中市西區忠誠街35號
搶奪,0940713 1835,台中市北屯區昌平路旅順路口
搶奪,0940714 1100,台中市中區中正路48號
搶奪,0940715 0400,台中市北區漢口路與青海路
搶奪,0940715 0515,台中市北屯區北屯路439-17巷
搶奪,0940715 0840,台中市西區中美街197號
搶奪,0940715 1110,台中市西區大明街
搶奪,0940715 1200,台中市西屯區協和里工業區385路3號
搶奪,0940715 1440,台中市北屯區柳陽東路漢口路口
搶奪,0940715 2153,台中市西屯區逢甲路158號
搶奪,0940716 0352,台中市北區英士.柳川西路口
搶奪,0940717 0645,台中市西區精誠12街40號
搶奪,0940717 0705,台中市西屯區洛陽路櫻花路口
搶奪,0940717 1515,台中市西區精誠路
搶奪,0940719 0300,台中市西屯區惠來路青海路口
搶奪,0940719 2035,台中市西區中港路1段199巷1弄
搶奪,0940720 1750,台中市北區天津ˋ陜西4街口
搶奪,0940721 0300,台中市北屯區遼陽北二街50號
搶奪,0940721 0330,台中市西屯區天水東二街11號之4
搶奪,0940721 0430,台中市西區福人街60號
搶奪,0940721 1010,台中市北屯區崇德六路1段151巷23號
搶奪,0940721 1100,台中市北屯區北華街87巷23號
搶奪,0940721 1150,台中市東區精武路91巷31號前樓
搶奪,0940721 1530,台中市北屯區天津路文昌東四街
搶奪,0940721 2145,台中市南屯區大進街430號
搶奪,0940722 1148,台中市西屯區市政北一路77號
搶奪,0940722 1810,台中市南屯區大墩11街與大英街口
搶奪,0940722 2125,台中市西區中美路
搶奪,0940722 2345,台中市西屯區太原路華美西街口
搶奪,0940723 0020,台中市西屯區台中港路2段阿羅合客運站
搶奪,0940723 1340,台中市北區金龍里崇德.錦中街口
搶奪,0940723 1440,台中市東區東興里建成路與立德街口
搶奪,0940723 1540,台中市西區中美路
搶奪,0940723 1700,台中市西區建國路
搶奪,0940723 1700,台中市南屯區大同街43號
搶奪,0940723 2048,台中市中區中華光復路
搶奪,0940724 1950,台中市西區五權西一路
搶奪,0940724 2100,台中市中區自由路
搶奪,0940725 0025,台中市中區光復路
搶奪,0940725 1110,台中市北區梅亭ˋ華富街口
搶奪,0940725 1230,台中市東區十甲路與十甲北街口
搶奪,0940725 1240,台中市西區三民路100號
搶奪,0940725 1320,台中市西屯區西屯路與上石北二巷
搶奪,0940725 1400,台中市北區力行路271號
搶奪,0940725 1444,台中市北區天津與北平路2段30巷
搶奪,0940726 0240,台中市北屯區綏遠路安順北二街口
搶奪,0940726 1015,台中市北屯區進化北路2號
搶奪,0940726 1545,台中市北區五權ˋ育才北路
搶奪,0940726 1600,台中市北屯區中清西二路25號
搶奪,0940726 1845,台中市北區精武路538號
搶奪,0940726 2250,台中市東區新庄里和平街215號前樓
搶奪,0940727 0340,台中市北區梅川西路3段39巷18號
搶奪,0940727 0640,台中市北區民權ˋ健行路
搶奪,0940727 1315,台中市北區大雅路15號之8
搶奪,0940727 1830,台中市西屯區天水中街36號
搶奪,0940728 0225,台中市西屯區國安二路1號
搶奪,0940728 1545,台中市北區天津ˋ山西路
搶奪,0940728 2037,台中市南屯區大墩12街126號
搶奪,0940729 0510,台中市西屯區文心路3段10號
搶奪,0940729 0640,台中市西屯區甘肅路1段87號
搶奪,0940729 0710,台中市南屯區大墩17街10號
搶奪,0940729 1440,台中市東區自強街4巷28號
搶奪,0940729 1604,台中市北屯區柳陽東路旅順路口
搶奪,0940729 1705,台中市西區五權西路
搶奪,0940729 1730,台中市西屯區青海逢甲路口
搶奪,0940729 2035,台中市西區民生北路
搶奪,0940730 1030,台中市南屯區公益路與永春東七路口
搶奪,0940730 1420,台中市北屯區青島路文昌東六街
搶奪,0940730 1650,台中市北區五權.育才北路口
搶奪,0940731 0335,台中市南區永興里美村南路191巷30號
搶奪,0940731 1300,台中市西屯區逢甲里文華路100號
搶奪,0940731 1450,台中市西屯區西屯路2段208巷25號
搶奪,0940731 1930,台中市西區五廊路
搶奪,0940801 0315,台中市北屯區崇德十路梅川東路
搶奪,0940801 1050,台中市西屯區華美西街2段399巷6號
搶奪,0940801 1550,台中市西區公益路36號
搶奪,0940801 2155,台中市東區雙十路1段8-4號
搶奪,0940802 0300,台中市東區泉源里建成路340號之1
搶奪,0940802 1110,台中市北區太原八街22號
搶奪,0940802 1438,台中市西屯區西屯路3段148巷3號
搶奪,0940802 1740,台中市南屯區文心南路豐樂公園停車場
搶奪,0940803 0930,台中市南區福平里美村路二段福德街口
搶奪,0940803 1000,台中市東區干城里復興路南京路口
搶奪,0940803 1010,台中市西區五廊街20號
搶奪,0940803 1045,台中市北屯區崇德路3段10號
搶奪,0940803 1120,台中市北區進化路286號
搶奪,0940803 1200,台中市西屯區天水西六街23號
搶奪,0940804 1100,台中市西區大明路
搶奪,0940806 0210,台中市西屯區台中港路與國際街口
搶奪,0940806 1225,台中市南屯區惠文路與大墩11街口
搶奪,0940806 1950,台中市南屯區大英街347號
搶奪,0940806 2015,台中市西區民權路83號
搶奪,0940807 0200,台中市西區華美西街48號
搶奪,0940808 1350,台中市西區五權五街257巷4號
搶奪,0940808 2005,台中市西屯區寧漢街與寧漢三街口
搶奪,0940808 2130,台中市西區中美街419巷
搶奪,0940809 1330,台中市西屯區何南里大墩19街與精明二街
搶奪,0940809 1415,台中市北區新北里雙十.育才北路
搶奪,0940809 1615,台中市西屯區福星路577號
搶奪,0940809 1710,台中市西區中美街
搶奪,0940810 0330,台中市北區國瑞街122號
搶奪,0940810 1450,台中市北屯區松竹路2段306巷
搶奪,0940810 1550,台中市西屯區漢口路與西屯路口
搶奪,0940810 1555,台中市南屯區大墩10街243號
搶奪,0940810 2130,台中市東區自強街22號之3
搶奪,0940811 1430,台中市西區精誠路
搶奪,0940811 1650,台中市北區漢口路4段318巷48號
搶奪,0940811 2015,台中市西區博館三街
搶奪,0940812 1500,台中市東區新庄里大智路與和平街口
搶奪,0940812 1640,台中市北屯區昌平路1段210號
搶奪,0940813 0250,台中市西屯區西屯路與福上巷口
搶奪,0940813 1245,台中市西區美村路1段772號
搶奪,0940813 1900,台中市西區向上北路163號
搶奪,0940813 2100,台中市南區和平里8鄰美和街與南平一街口
搶奪,0940814 1810,台中市北屯區遼寧路1段僑孝街口
搶奪,0940814 2100,台中市東區干城里南京路雙十路口
搶奪,0940814 2120,台中市西區民權路
搶奪,0940815 0000,台中市西區民龍里民權路與向上路口
搶奪,0940815 1150,台中市西屯區青海路與四川三街口
搶奪,0940815 1330,台中市東區東南里富貴街70號
搶奪,0940816 1100,台中市南屯區建功路105號
搶奪,0940816 1145,台中市北區五權路352巷
搶奪,0940816 2000,台中市南區城隍里忠孝路135號之8
搶奪,0940817 0010,台中市西區貴和路32號
搶奪,0940817 1345,台中市北區進化北路264號
搶奪,0940817 1630,台中市西區大業路13號
搶奪,0940817 1730,台中市南區美村南路南平一街口
搶奪,0940817 1955,台中市中區中山路360號
搶奪,0940818 1037,台中市南區城隍里濟世街73號
搶奪,0940818 1400,台中市南屯區大墩十二街193號
搶奪,0940818 1400,台中市東區南京路與南京六街口
搶奪,0940818 1450,台中市西區美村路1段78號
搶奪,0940820 0030,台中市西區忠明南路
搶奪,0940820 0310,台中市西屯區福瑞街60號
搶奪,0940820 1350,台中市北區五權路.育才街
搶奪,0940820 1700,台中市南區城隍里台中路168號
搶奪,0940820 2330,台中市南屯區五權西路機車道涵洞
搶奪,0940821 1545,台中市西屯區大弘三街與大有二街
搶奪,0940821 1650,台中市北區錦新.一中街口
搶奪,0940821 1715,台中市北區太原ˋ永興路
搶奪,0940821 1910,台中市南區城隍里忠孝路157巷口
搶奪,0940822 0730,台中市東區東南里東南街29號
搶奪,0940822 0800,台中市北屯區豐樂路8-9號
搶奪,0940822 0940,台中市西屯區工業一路82號
搶奪,0940822 1420,台中市北區五權路498號
搶奪,0940822 1440,台中市北屯區昌平路2段5-11號
搶奪,0940822 1945,台中市東區樂成里樂業路與育英路口
搶奪,0940822 2020,台中市北屯區瀋陽路3段79號
搶奪,0940822 2210,台中市南區工學里工學北路161號
搶奪,0940824 0845,台中市西屯區世斌一巷22弄27號
搶奪,0940824 1240,台中市西區中興街128巷6號
搶奪,0940824 1303,台中市西區康樂路19巷9號
搶奪,0940824 1445,台中市西區民權路19巷9號
搶奪,0940824 1830,台中市西屯區逢甲路福星路口
搶奪,0940824 2305,台中市西屯區青海路河南路口
搶奪,0940825 0945,台中市西區向上路1段41號
搶奪,0940825 1031,台中市西屯區大墩路大墩20街口
搶奪,0940825 1058,台中市北區三民ˋ育才北路
搶奪,0940825 1225,台中市北屯區松竹路1段306巷
搶奪,0940826 1305,台中市北屯區昌平路1段95-9號
搶奪,0940826 1505,台中市北區梅亭東街36巷
搶奪,0940826 1540,台中市北區五權.柳川西路
搶奪,0940826 1730,台中市北區進化北.永興路口
搶奪,0940827 1320,台中市東區練武路226號
搶奪,0940827 1330,台中市北屯區文昌東五天津路
搶奪,0940827 1610,台中市西區中美街628號
搶奪,0940827 1855,台中市西區民權路18-1號
搶奪,0940827 2045,台中市北區一中街171號
搶奪,0940827 2110,台中市北屯區僑孝街59號
搶奪,0940827 2200,台中市北區進化北.大德街口
搶奪,0940827 2300,台中市西屯區大弘四街2號
搶奪,0940828 0925,台中市西區民權路217巷6號
搶奪,0940829 1040,台中市北屯區水湳路4-31號
搶奪,0940829 1243,台中市北區一中街29號
搶奪,0940829 1430,台中市北區太原南一街26號
搶奪,0940829 1500,台中市西屯區朝馬路與朝馬一街口
搶奪,0940829 2055,台中市中區中華路與中正路口
搶奪,0940830 0800,台中市北區美德ˋ五常街口
搶奪,0940830 0830,台中市北屯區北屯路409號之1
搶奪,0940830 1535,台中市西屯區何南里大墩20街與大安街口
搶奪,0940830 1630,台中市北區興進路215號
搶奪,0940830 2040,台中市北屯區興安路1段
搶奪,0940831 0405,台中市北區福樂街57號
搶奪,0940831 1830,台中市北區漢口ˋ漢陽街
搶奪,0940901 1900,台中市南區公益路193號公益郵局
搶奪,0940901 2140,台中市北屯區中清路108號之2
搶奪,0940902 1000,台中市西屯區西屯路2段282巷42號之1
搶奪,0940902 1225,台中市北區美德街385號
搶奪,0940902 1250,台中市北屯區中平路595號
搶奪,0940902 1340,台中市南屯區大墩路與大墩12街口
搶奪,0940902 1450,台中市中區柳川東路3段36號
搶奪,0940902 1500,台中市西屯區漢口路2段270號
搶奪,0940902 1520,台中市南屯區大英街363號
搶奪,0940902 1730,台中市北屯區大德巷65弄
搶奪,0940902 2130,台中市北區大雅ˋ天津路
搶奪,0940903 1400,台中市北屯區昌平路1段91號
搶奪,0940903 1430,台中市西屯區青海路1段117號
搶奪,0940903 1550,台中市北區雙十路2段16號
搶奪,0940903 1630,台中市西區五權西路
搶奪,0940903 1630,台中市南屯區大墩路779號
搶奪,0940903 1720,台中市北屯區后庄一街96號
搶奪,0940903 2100,台中市西屯區惠來里台中港路惠中路口
搶奪,0940903 2255,台中市南屯區文心南五路516號
搶奪,0940904 0750,台中市東區富仁里復興路5段131號
搶奪,0940904 1452,台中市西屯區大墩路與大隆路口
搶奪,0940904 1500,台中市西區民生路
搶奪,0940904 1600,台中市西區華美西街
搶奪,0940904 1630,台中市中區自由路2段37號
搶奪,0940904 1655,台中市北屯區中清路147號之10
搶奪,0940904 1945,台中市北屯區文昌東六街北平路口
搶奪,0940905 0810,台中市北屯區崇德路3段10號
搶奪,0940905 0905,台中市西區博館2街123號
搶奪,0940905 1310,台中市北區館前路.博館二街
搶奪,0940905 1400,台中市西區精誠路
搶奪,0940905 1600,台中市西區金山路
搶奪,0940905 1630,台中市西區精誠路114號
搶奪,0940905 1630,台中市西區精誠路114號
搶奪,0940905 1650,台中市中區成功路144號
搶奪,0940905 1655,台中市南區德義里台中路與忠孝路口
搶奪,0940905 1730,台中市東區樂成里建成與樂業路口
搶奪,0940906 0627,台中市北屯區中清路5弄9號
搶奪,0940906 0758,台中市南屯區黎明路1段867號之4
搶奪,0940906 0800,台中市西區福人街110號
搶奪,0940906 1330,台中市北屯區崇德路2段416號
搶奪,0940906 1335,台中市北區漢口路4段345巷
搶奪,0940906 1940,台中市北區崇德路1段88號
搶奪,0940906 1945,台中市中區中正路
搶奪,0940906 2020,台中市南屯區大墩路533號
搶奪,0940906 2050,台中市南區城隍里21鄰忠孝路177號
搶奪,0940907 0750,台中市北區美德街.五常街口
搶奪,0940907 1000,台中市西區康樂街
搶奪,0940907 1020,台中市西屯區逢甲路202號
搶奪,0940907 1840,台中市北區忠明路.民權路口
搶奪,0940907 1955,台中市西屯區大隆路與大容西街口
搶奪,0940907 2035,台中市西屯區福星路與河南路口
搶奪,0940907 2055,台中市南屯區公益路2段8號
搶奪,0940907 2100,台中市北屯區大連路3段116號
搶奪,0940908 0035,台中市西區中華路
搶奪,0940908 0510,台中市中區中華路
搶奪,0940908 1800,台中市南屯區大墩10街216號
搶奪,0940908 2130,台中市北區三民路.雙十路
搶奪,0940909 0130,台中市北區德化街126號
搶奪,0940909 1015,台中市北區精武路.中華路口
搶奪,0940909 1425,台中市西區自由路101號
搶奪,0940909 1505,台中市南屯區惠忠路與大富街口
搶奪,0940909 1600,台中市北屯區北平路3段146號
搶奪,0940909 1635,台中市中區繼光街87號
搶奪,0940909 2250,台中市西屯區永福路60號
搶奪,0940910 0345,台中市西屯區漢口路1段54號之1
搶奪,0940910 1830,台中市北屯區興安與瀋陽路
搶奪,0940911 0720,台中市西屯區3段台中港路中工三路口
搶奪,0940911 0830,台中市西區精誠8街31號
搶奪,0940911 1500,台中市西區精誠8街12巷
搶奪,0940911 2120,台中市中區中華路
搶奪,0940912 1215,台中市西區五廊街46號
搶奪,0940912 1530,台中市北區公園ˋ三民路
搶奪,0940912 1630,台中市西區公益路150號
搶奪,0940913 0155,台中市西屯區西屯路2段8號
搶奪,0940913 0400,台中市東區東興里大智路與仁和路口
搶奪,0940913 1430,台中市東區東南里十甲路與東光路口
搶奪,0940914 1130,台中市西區民權路1號
